FECHA_MAT;PROGRAMA;CANTIDAD
06-04-2022;DRET;1
06-04-2022;DSMP;2
06-04-2022;MAGS;1
06-04-2022;MDGE;1
06-04-2022;MDPE;1
06-04-2022;MFIA;1
06-04-2022;PEOG;1
06-04-2022;POPF;1
07-04-2022;CRCO;1
07-04-2022;CRLC;2
07-04-2022;CRLH;4
07-04-2022;CRMM;1
07-04-2022;DAAG;1
07-04-2022;DEXS;2
07-04-2022;DFKM;1
07-04-2022;DGCE;1
07-04-2022;DIND;1
07-04-2022;DKAD;1
07-04-2022;DRNA;1
07-04-2022;MAGS;1
07-04-2022;MDDE;1
07-04-2022;MDGE;3
07-04-2022;PEOG;1
08-04-2022;CRLH;1
08-04-2022;DAAG;1
08-04-2022;DASD;1
08-04-2022;DCNI;1
08-04-2022;DCPA;2
08-04-2022;DDLE;2
08-04-2022;DEXC;1
08-04-2022;DGCE;1
08-04-2022;DODP;1
08-04-2022;DOIA;2
08-04-2022;MDDE;1
08-04-2022;MPSP;1
09-04-2022;DEST;1
10-04-2022;DGCE;1
11-04-2022;DDEP;1
11-04-2022;DDLE;1
11-04-2022;DGCE;1
11-04-2022;DGGE;2
11-04-2022;DGRC;2
11-04-2022;DIND;2
11-04-2022;DISI;1
11-04-2022;DKAD;1
11-04-2022;DMTT;1
11-04-2022;DRET;1
11-04-2022;EMAN;3
11-04-2022;EMCG;1
11-04-2022;EMMI;2
11-04-2022;MDDE;2
11-04-2022;MDRC;2
11-04-2022;POPF;1
12-04-2022;CGIE;1
12-04-2022;CRCC;1
12-04-2022;CRLH;1
12-04-2022;CRMM;1
12-04-2022;DDEP;1
12-04-2022;DFKM;1
12-04-2022;DFUT;1
12-04-2022;DISI;1
12-04-2022;DMFD;23
12-04-2022;DMTT;1
12-04-2022;DODE;2
12-04-2022;DRET;1
12-04-2022;DRNA;1
12-04-2022;EMAN;1
12-04-2022;EMNE;1
12-04-2022;EMOT;1
12-04-2022;MAGS;1
12-04-2022;MFIA;1
12-04-2022;PEON;1
13-04-2022;CGIE;1
13-04-2022;CRCL;1
13-04-2022;CRLC;1
13-04-2022;CRLH;2
13-04-2022;DDDD;1
13-04-2022;DECC;1
13-04-2022;DESU;1
13-04-2022;DFKM;1
13-04-2022;DMTT;2
13-04-2022;DODE;1
13-04-2022;DRNA;1
13-04-2022;EMMI;1
13-04-2022;EMOT;1
13-04-2022;EMPS;1
13-04-2022;MDPE;1
14-04-2022;CGIE;1
14-04-2022;CRCC;1
14-04-2022;CRLC;1
14-04-2022;DCKR;1
14-04-2022;DDDD;1
14-04-2022;DDIN;2
14-04-2022;DDLE;1
14-04-2022;DFNF;1
14-04-2022;DGGE;1
14-04-2022;DIND;1
14-04-2022;DODE;2
14-04-2022;EMNE;1
14-04-2022;EMPE;2
14-04-2022;MDTR;1
15-04-2022;CRLH;1
15-04-2022;DCAA;1
16-04-2022;PEOG;1
18-04-2022;CFGP;1
18-04-2022;CGIE;1
18-04-2022;CMRS;1
18-04-2022;DBPE;1
18-04-2022;DCAA;1
18-04-2022;DDCO;1
18-04-2022;DDEP;2
18-04-2022;DDIN;1
18-04-2022;DFUT;2
18-04-2022;DGCE;1
18-04-2022;DNDI;1
18-04-2022;DODE;14
18-04-2022;EMMI;1
18-04-2022;MAGS;1
18-04-2022;MFIA;1
18-04-2022;PESU;2
18-04-2022;POPF;1
19-04-2022;CRCC;1
19-04-2022;CRCL;1
19-04-2022;DCAA;1
19-04-2022;DDIN;1
19-04-2022;DETR;1
19-04-2022;DEXS;1
19-04-2022;DFUT;1
19-04-2022;DGCE;2
19-04-2022;DGCU;1
19-04-2022;DGGE;2
19-04-2022;DIGP;1
19-04-2022;DIND;3
19-04-2022;DMCE;2
19-04-2022;DMTT;1
19-04-2022;DSMP;2
19-04-2022;DTIC;1
19-04-2022;EMAN;2
19-04-2022;EMRA;1
20-04-2022;CGIE;1
20-04-2022;CRLH;1
20-04-2022;DCAA;1
20-04-2022;DCAL;2
20-04-2022;DDEP;1
20-04-2022;DDLE;1
20-04-2022;DECC;1
20-04-2022;DGLO;1
20-04-2022;DIDS;1
20-04-2022;DTIC;1
21-04-2022;CRCC;1
21-04-2022;CRCL;1
21-04-2022;CRLH;1
21-04-2022;DCKR;1
21-04-2022;DDLE;2
21-04-2022;DGCE;2
21-04-2022;DMTT;1
21-04-2022;EMUR;1
21-04-2022;MDTR;1
21-04-2022;PEIN;1
22-04-2022;CRLC;1
22-04-2022;DCAA;2
22-04-2022;DCKR;1
22-04-2022;DCPA;1
22-04-2022;DDIN;1
22-04-2022;DECC;1
22-04-2022;DGCE;1
22-04-2022;DGCU;1
22-04-2022;DIND;2
22-04-2022;DISI;1
22-04-2022;DKAD;1
22-04-2022;DMCE;1
24-04-2022;CRLH;1
24-04-2022;DSMP;1
25-04-2022;CRCC;1
25-04-2022;CRLC;2
25-04-2022;DAAG;1
25-04-2022;DECC;1
25-04-2022;DEXS;2
25-04-2022;DFUA;1
25-04-2022;DGCE;2
25-04-2022;DSMP;1
25-04-2022;EPCC;1
25-04-2022;PEOG;1
26-04-2022;CRLC;1
26-04-2022;CRLH;1
26-04-2022;DBDS;1
26-04-2022;DCKR;1
26-04-2022;DETR;1
26-04-2022;DFUT;2
26-04-2022;DPAD;1
26-04-2022;PEOG;1
27-04-2022;CGIE;1
27-04-2022;CMIE;1
27-04-2022;CRLC;2
27-04-2022;CRLH;2
27-04-2022;DCKR;1
27-04-2022;DDCO;1
27-04-2022;DESU;1
27-04-2022;DGCI;1
27-04-2022;DGCU;1
27-04-2022;DPPC;1
27-04-2022;MDTR;1
28-04-2022;CGIE;1
28-04-2022;CKGI;1
28-04-2022;CRCC;2
28-04-2022;CRLC;3
28-04-2022;CRLH;8
28-04-2022;DBPE;1
28-04-2022;DCAL;1
28-04-2022;DECC;1
28-04-2022;DESU;1
28-04-2022;DFKM;1
28-04-2022;DGCE;2
28-04-2022;DGGE;1
28-04-2022;DIDS;1
28-04-2022;DIME;1
28-04-2022;DMFD;2
28-04-2022;MDRC;2
29-04-2022;CMPP;1
29-04-2022;CRCC;2
29-04-2022;CRCL;1
29-04-2022;CRCO;1
29-04-2022;CRLC;4
29-04-2022;CRLH;6
29-04-2022;CRLR;1
29-04-2022;CRMM;1
29-04-2022;CRTP;2
29-04-2022;DCAL;1
29-04-2022;DECC;1
29-04-2022;DEON;1
29-04-2022;DETR;1
29-04-2022;DFKM;1
29-04-2022;DGCE;2
29-04-2022;DMSI;1
29-04-2022;DODP;1
29-04-2022;DTIC;1
29-04-2022;EPCP;1
30-04-2022;CPAD;1
30-04-2022;DFKM;1
30-04-2022;DGCE;1
01-05-2022;CMIE;1
01-05-2022;PEOG;1
02-05-2022;CGIE;1
02-05-2022;CRCL;2
02-05-2022;CRLH;1
02-05-2022;CRTP;1
02-05-2022;DCKR;1
02-05-2022;DEST;6
02-05-2022;DETR;1
02-05-2022;DGLO;1
02-05-2022;DIME;2
02-05-2022;DMFD;1
02-05-2022;EMCA;1
02-05-2022;MDGE;1
03-05-2022;CGIE;2
03-05-2022;CMIE;1
03-05-2022;CRCC;2
03-05-2022;CRLH;1
03-05-2022;CRLR;1
03-05-2022;CRMM;1
03-05-2022;DBDS;1
03-05-2022;DCAA;1
03-05-2022;DCNI;1
03-05-2022;DEST;4
03-05-2022;DEXS;2
03-05-2022;DFNF;1
03-05-2022;DGCE;1
03-05-2022;DIQP;1
03-05-2022;DNDI;1
03-05-2022;DSMP;1
03-05-2022;MAGS;1
03-05-2022;MTEM;1
03-05-2022;PMFA;1
04-05-2022;CGIE;5
04-05-2022;CRMM;1
04-05-2022;CRTP;1
04-05-2022;DDIN;1
04-05-2022;DDLE;1
04-05-2022;DEST;3
04-05-2022;DFUT;1
04-05-2022;DGCE;2
04-05-2022;DGGE;1
04-05-2022;DIQP;1
04-05-2022;DISI;1
04-05-2022;DPPC;1
04-05-2022;DSAA;1
05-05-2022;COGP;1
05-05-2022;CRCC;1
05-05-2022;CRCL;1
05-05-2022;CRLC;1
05-05-2022;DFKM;1
05-05-2022;DGCU;2
05-05-2022;DIME;2
05-05-2022;DMCE;1
05-05-2022;DMSI;2
05-05-2022;EPES;1
05-05-2022;EPRR;1
05-05-2022;MDPE;1
06-05-2022;CGIE;12
06-05-2022;CMPP;1
06-05-2022;CPAD;1
06-05-2022;DDLE;1
06-05-2022;DFKM;1
06-05-2022;DIDS;1
06-05-2022;DIME;2
06-05-2022;DSMP;1
07-05-2022;DEMA;1
07-05-2022;EPTO;1
08-05-2022;CRCL;1
08-05-2022;CRMM;1
08-05-2022;DESU;1
09-05-2022;CGIE;2
09-05-2022;CRLH;2
09-05-2022;DEMA;1
09-05-2022;DEST;2
09-05-2022;DFNF;1
09-05-2022;DGCU;1
09-05-2022;DIDS;1
09-05-2022;DISI;1
09-05-2022;EPCM;1
09-05-2022;PEOG;1
10-05-2022;CGIE;8
10-05-2022;DEMA;1
10-05-2022;DETR;1
10-05-2022;DISI;1
10-05-2022;EPES;1
11-05-2022;CGIE;4
11-05-2022;CMIE;1
11-05-2022;CRCL;1
11-05-2022;CRCO;1
11-05-2022;CRMM;1
11-05-2022;DDLE;1
11-05-2022;DECC;1
11-05-2022;DEST;2
11-05-2022;DESU;1
11-05-2022;EPRR;1
11-05-2022;PEOG;1
12-05-2022;CAGR;2
12-05-2022;CGIE;12
12-05-2022;CIEX;1
12-05-2022;CRCL;2
12-05-2022;CRMM;2
12-05-2022;DDIN;1
12-05-2022;DEMA;1
12-05-2022;DEST;2
12-05-2022;DESU;2
12-05-2022;DFNF;2
12-05-2022;DGLO;1
12-05-2022;DIND;1
12-05-2022;DISI;1
12-05-2022;DNDI;1
12-05-2022;EPHA;1
13-05-2022;CGIE;20
13-05-2022;CRLR;1
13-05-2022;CRTP;1
13-05-2022;DDLE;2
13-05-2022;DEON;1
13-05-2022;DEST;1
13-05-2022;DEXS;2
13-05-2022;DGCU;1
13-05-2022;DIGP;1
13-05-2022;DIME;1
13-05-2022;ECTS;1
13-05-2022;EPIM;1
13-05-2022;PEOG;1
14-05-2022;CRCL;1
14-05-2022;CRCO;1
14-05-2022;CRLR;1
15-05-2022;EPTO;1
16-05-2022;CLPJ;1
16-05-2022;CRCL;1
16-05-2022;DCAL;1
16-05-2022;DDUC;1
16-05-2022;DEST;2
16-05-2022;DESU;1
16-05-2022;DFUA;1
16-05-2022;DGCE;1
16-05-2022;DGCU;1
16-05-2022;DIRN;1
16-05-2022;DRNA;1
16-05-2022;PEOG;1
17-05-2022;CLPJ;7
17-05-2022;DCAA;1
17-05-2022;DEST;1
17-05-2022;DEXS;1
17-05-2022;DFKM;1
17-05-2022;DFNF;1
17-05-2022;DFUT;2
17-05-2022;EMAN;1
17-05-2022;EMDE;1
17-05-2022;EMMI;2
17-05-2022;EMOG;1
17-05-2022;EMRA;1
17-05-2022;MDTR;1
18-05-2022;CGIE;1
18-05-2022;CRCL;1
18-05-2022;CRLR;1
18-05-2022;DERA;2
18-05-2022;DESU;1
18-05-2022;DEXS;1
18-05-2022;DFUT;2
18-05-2022;DISI;1
18-05-2022;EMMI;1
18-05-2022;EMOM;1
18-05-2022;EMOT;1
18-05-2022;EMPE;1
18-05-2022;EPTC;1
18-05-2022;MDTR;1
18-05-2022;PEOG;1
18-05-2022;PMFA;1
19-05-2022;CGIE;3
19-05-2022;CKGI;1
19-05-2022;CPAD;1
19-05-2022;CPAP;1
19-05-2022;DASD;1
19-05-2022;DCAA;1
19-05-2022;DCAL;2
19-05-2022;DCEC;1
19-05-2022;DEON;1
19-05-2022;DEXS;2
19-05-2022;DGCI;1
19-05-2022;DGLO;1
19-05-2022;DIRN;1
19-05-2022;DMCE;1
19-05-2022;DORE;1
19-05-2022;EMFL;2
19-05-2022;EMOF;1
19-05-2022;EMOG;1
19-05-2022;EMOT;2
19-05-2022;EMPE;1
19-05-2022;EMRA;1
20-05-2022;DNDI;1
20-05-2022;EMOT;1
20-05-2022;EMPS;1
22-05-2022;CMIE;1
22-05-2022;DISI;1
22-05-2022;EMCA;1
23-05-2022;CRCL;1
23-05-2022;CRLR;3
23-05-2022;CRMM;2
23-05-2022;DASD;1
23-05-2022;DEXS;1
23-05-2022;DFNF;2
23-05-2022;DFUT;2
23-05-2022;DGCU;1
23-05-2022;DMFD;2
23-05-2022;EMCG;1
23-05-2022;EMMI;1
23-05-2022;EMOF;1
23-05-2022;EMOT;1
23-05-2022;EMPS;1
24-05-2022;CGIE;1
24-05-2022;CRCL;3
24-05-2022;CRLR;2
24-05-2022;DDLE;1
24-05-2022;DDOR;1
24-05-2022;DERA;1
24-05-2022;DEXS;1
24-05-2022;DFNF;1
24-05-2022;DFUT;1
24-05-2022;DGCI;1
24-05-2022;DMSI;2
24-05-2022;EMAN;1
24-05-2022;EMNE;1
24-05-2022;EMOG;1
25-05-2022;CLPJ;20
25-05-2022;CRCL;3
25-05-2022;CRLR;2
25-05-2022;DCAL;1
25-05-2022;DDCO;1
25-05-2022;DDLE;1
25-05-2022;DDUC;1
25-05-2022;DEXS;2
25-05-2022;DFNF;2
25-05-2022;DFUT;1
25-05-2022;DIRN;1
25-05-2022;DISI;2
25-05-2022;ECCG;1
25-05-2022;EMUG;2
25-05-2022;PEIN;1
26-05-2022;CRCL;1
26-05-2022;CRCO;1
26-05-2022;CRLR;1
26-05-2022;DCEC;2
26-05-2022;DDLE;3
26-05-2022;DEON;1
26-05-2022;DMFD;1
26-05-2022;EMCG;1
26-05-2022;EMUG;2
26-05-2022;MDTR;1
26-05-2022;MEMG;1
26-05-2022;PEOG;1
27-05-2022;CGIE;2
27-05-2022;CRLR;1
27-05-2022;DCAL;1
27-05-2022;DDLE;1
27-05-2022;DESU;1
27-05-2022;DFNF;2
27-05-2022;DFUA;1
27-05-2022;DISI;1
27-05-2022;DMSI;1
27-05-2022;DNDI;1
27-05-2022;EMCC;1
27-05-2022;EMRA;1
27-05-2022;EMUG;1
27-05-2022;MAFM;1
27-05-2022;MEMG;1
27-05-2022;PEOG;2
27-05-2022;POPF;1
28-05-2022;CRCL;1
28-05-2022;CRMM;1
29-05-2022;EPAN;1
30-05-2022;CGIE;5
30-05-2022;CRLR;1
30-05-2022;CRMM;1
30-05-2022;DDCO;1
30-05-2022;DDIN;2
30-05-2022;DFNF;1
30-05-2022;DISI;1
30-05-2022;DNDI;1
30-05-2022;ECCG;1
30-05-2022;EMMI;1
30-05-2022;EMUG;1
31-05-2022;CRCL;2
31-05-2022;CRCO;1
31-05-2022;CRMM;1
31-05-2022;CRTP;1
31-05-2022;DASD;1
31-05-2022;DDIN;1
31-05-2022;DDLE;1
31-05-2022;DDPC;1
31-05-2022;DESU;1
31-05-2022;DEXS;4
31-05-2022;DFNF;2
31-05-2022;DFUT;1
31-05-2022;MFIA;1
31-05-2022;PMFA;1
01-06-2022;CRCL;4
01-06-2022;CRCO;1
01-06-2022;CRLR;2
01-06-2022;DDIN;5
01-06-2022;DDLE;3
01-06-2022;DFNF;2
01-06-2022;DIDS;1
02-06-2022;CGIE;1
02-06-2022;CRCL;2
02-06-2022;CRLR;1
02-06-2022;CRTP;1
02-06-2022;DDLE;1
02-06-2022;DEXS;1
02-06-2022;DIME;2
02-06-2022;DISI;1
02-06-2022;MDEP;1
03-06-2022;CPEC;1
03-06-2022;CRCL;4
03-06-2022;CRCO;4
03-06-2022;CRLR;3
03-06-2022;CRMM;2
03-06-2022;DCAL;1
03-06-2022;DDFU;1
03-06-2022;DDPR;1
03-06-2022;DEXS;1
03-06-2022;DFNF;1
03-06-2022;DGCE;1
03-06-2022;DISI;1
03-06-2022;DLDP;1
03-06-2022;EMMI;2
04-06-2022;CRLR;1
04-06-2022;DEXS;1
04-06-2022;POPF;1
05-06-2022;CRCL;1
05-06-2022;CRLR;2
06-06-2022;CRCO;1
06-06-2022;CRLR;1
06-06-2022;CRTP;1
06-06-2022;DGCI;1
06-06-2022;POPF;1
07-06-2022;CGIE;1
07-06-2022;CHSL;1
07-06-2022;CRCO;1
07-06-2022;CRLR;3
07-06-2022;CRMM;1
07-06-2022;DLDP;1
07-06-2022;MDTR;1
08-06-2022;CRLR;1
08-06-2022;DCGE;1
08-06-2022;DETD;1
08-06-2022;DEXS;3
08-06-2022;DOCM;1
08-06-2022;DRNA;1
08-06-2022;MDGE;1
08-06-2022;PMFA;1
09-06-2022;DCAA;1
09-06-2022;DCAL;1
09-06-2022;DPRO;1
09-06-2022;DRNA;1
09-06-2022;EMCG;1
09-06-2022;EMDE;1
09-06-2022;EMRA;1
09-06-2022;EMUG;1
09-06-2022;MFIA;1
10-06-2022;CBFE;1
10-06-2022;CEXS;1
10-06-2022;CRCO;1
10-06-2022;CRMM;1
10-06-2022;DASD;1
10-06-2022;DCAL;2
10-06-2022;DCEC;1
10-06-2022;DDIN;1
10-06-2022;DEON;1
10-06-2022;DEXC;1
10-06-2022;DIDS;1
10-06-2022;ECUR;1
10-06-2022;EMAN;1
10-06-2022;EMCD;1
10-06-2022;EMMI;1
10-06-2022;EMNE;1
10-06-2022;EMOT;1
10-06-2022;EMRA;1
10-06-2022;MDEP;1
10-06-2022;MEMG;1
11-06-2022;MHGP;1
12-06-2022;MFIA;1
13-06-2022;CETC;1
13-06-2022;CRMM;2
13-06-2022;DASD;3
13-06-2022;DCAA;1
13-06-2022;DMSI;1
13-06-2022;EMAN;1
13-06-2022;EMDE;1
13-06-2022;EMFL;1
13-06-2022;EMMI;2
13-06-2022;EMOG;1
13-06-2022;EMUG;1
13-06-2022;POPF;1
14-06-2022;CGRM;2
14-06-2022;CPAD;1
14-06-2022;CPOP;1
14-06-2022;CRLR;1
14-06-2022;CRMM;1
14-06-2022;DASD;1
14-06-2022;DCGE;1
14-06-2022;DDDD;2
14-06-2022;DEXS;1
14-06-2022;DPIM;1
14-06-2022;EMCV;1
14-06-2022;EMUG;1
15-06-2022;CRTP;2
15-06-2022;CTDS;1
15-06-2022;CTEI;1
15-06-2022;DCEC;1
15-06-2022;DDUC;1
15-06-2022;DFNF;1
15-06-2022;DIDS;1
15-06-2022;EMMT;1
15-06-2022;MADP;1
16-06-2022;CRMM;1
16-06-2022;DCEC;1
16-06-2022;DCGE;1
16-06-2022;DEMA;1
16-06-2022;DFUA;1
16-06-2022;DMSI;1
16-06-2022;ECCT;1
16-06-2022;PMFA;1
17-06-2022;CGIE;1
17-06-2022;DDIN;1
17-06-2022;DFNF;1
17-06-2022;EPFR;1
17-06-2022;MADP;1
17-06-2022;PEOG;1
20-06-2022;CRMM;3
20-06-2022;DIDS;2
20-06-2022;DMSI;1
20-06-2022;DOFI;1
21-06-2022;DDUC;1
22-06-2022;CDSI;8
22-06-2022;CFDC;12
22-06-2022;DCEC;5
22-06-2022;EMCP;1
22-06-2022;MADP;1
22-06-2022;MAFM;1
23-06-2022;CGIE;1
23-06-2022;CRMM;2
23-06-2022;DGCE;1
23-06-2022;DIDS;1
24-06-2022;CDSI;1
24-06-2022;DDUC;1
24-06-2022;DPSM;1
24-06-2022;MFIA;1
25-06-2022;MFIA;1
26-06-2022;CRMM;1
26-06-2022;DGCI;1
27-06-2022;CRTP;1
28-06-2022;CDSI;1
28-06-2022;CRMM;1
28-06-2022;DCEC;1
28-06-2022;DCTA;1
28-06-2022;DEXS;1
28-06-2022;DGCE;2
28-06-2022;POPF;1
29-06-2022;CRMM;2
29-06-2022;CRTP;6
29-06-2022;DCAA;1
29-06-2022;DCEC;1
29-06-2022;DCGE;1
29-06-2022;DDUC;1
29-06-2022;DGCE;1
29-06-2022;DLDP;1
29-06-2022;DPSM;1
29-06-2022;RCME;1
30-06-2022;CIAE;1
30-06-2022;CRMM;12
30-06-2022;CRTP;4
30-06-2022;DBDS;1
30-06-2022;DCGE;1
30-06-2022;DDPC;1
30-06-2022;DDUC;1
30-06-2022;DGLO;1
30-06-2022;DPIM;1
30-06-2022;DSAA;1
30-06-2022;MFIA;1
01-07-2022;CFDC;1
01-07-2022;CRMM;3
01-07-2022;CRTP;1
01-07-2022;DDCO;2
01-07-2022;DIDS;3
01-07-2022;EMNE;1
01-07-2022;MADP;1
01-07-2022;MEMG;1
02-07-2022;DNEO;1
04-07-2022;CGIE;5
04-07-2022;CRMM;3
04-07-2022;DDCO;3
04-07-2022;DDPC;1
04-07-2022;DEON;1
04-07-2022;DETD;1
04-07-2022;DFUA;1
04-07-2022;DIRN;1
04-07-2022;DNEO;1
04-07-2022;DPSM;1
04-07-2022;DSAA;1
04-07-2022;PMFA;1
05-07-2022;CGIE;10
05-07-2022;CRTP;1
05-07-2022;DGLO;1
05-07-2022;POPF;2
06-07-2022;CGIE;1
06-07-2022;DBDS;1
06-07-2022;DCEC;1
06-07-2022;DDCO;2
06-07-2022;DESU;1
06-07-2022;DGCE;1
06-07-2022;DGCI;1
06-07-2022;MFIA;1
06-07-2022;POPF;2
07-07-2022;CGIE;4
07-07-2022;CRTP;1
07-07-2022;DCGE;1
07-07-2022;DGCE;1
07-07-2022;DGLO;1
07-07-2022;MFIA;1
08-07-2022;CGIE;4
08-07-2022;DGCE;1
08-07-2022;DGLO;1
08-07-2022;DNEO;1
10-07-2022;DDUC;1
10-07-2022;PMFA;1
10-07-2022;POPF;1
11-07-2022;CGIE;6
11-07-2022;CMCO;1
11-07-2022;CRCE;1
11-07-2022;DCEC;1
11-07-2022;DCLM;1
11-07-2022;DDUC;1
11-07-2022;DFNF;1
11-07-2022;DGCE;1
11-07-2022;DGTO;1
11-07-2022;DIPP;1
11-07-2022;DODE;1
11-07-2022;DSGP;1
11-07-2022;MFIA;1
11-07-2022;POPF;2
12-07-2022;CGIE;4
12-07-2022;DGCE;1
12-07-2022;DSAA;1
12-07-2022;MAFM;1
13-07-2022;CGIE;3
13-07-2022;CRCE;1
13-07-2022;DEMA;1
13-07-2022;EPMS;1
14-07-2022;CGIE;20
14-07-2022;DDUC;1
14-07-2022;DEON;1
14-07-2022;MFIA;2
15-07-2022;CGIE;2
15-07-2022;DDUC;1
15-07-2022;DPDU;35
15-07-2022;DPSM;1
15-07-2022;ECAI;1
15-07-2022;EMMI;1
15-07-2022;EPTU;1
16-07-2022;CEXS;1
16-07-2022;DNEO;1
17-07-2022;DGLO;1
18-07-2022;CGPR;1
18-07-2022;CMCO;1
18-07-2022;MFIA;2
18-07-2022;POPF;1
19-07-2022;DCAA;1
19-07-2022;DDIE;1
19-07-2022;DEON;4
19-07-2022;DPSM;1
19-07-2022;MAFM;2
19-07-2022;MFIA;1
19-07-2022;PMFA;6
20-07-2022;DDUC;1
20-07-2022;DEON;1
20-07-2022;DETD;1
20-07-2022;DEXS;1
20-07-2022;DIDS;1
20-07-2022;DMFD;29
20-07-2022;DMSI;1
20-07-2022;MCSI;11
20-07-2022;PMFA;1
21-07-2022;CACL;1
21-07-2022;DBDS;1
21-07-2022;DDOR;1
21-07-2022;DESP;1
21-07-2022;DEXS;1
21-07-2022;DGLO;1
21-07-2022;DMSI;2
21-07-2022;DORE;1
21-07-2022;DPSM;1
21-07-2022;MCSI;6
21-07-2022;MEMG;1
21-07-2022;POPF;1
22-07-2022;DASP;1
22-07-2022;DBDS;2
22-07-2022;DDOR;1
22-07-2022;DEON;1
22-07-2022;DGLO;1
22-07-2022;DIQP;1
22-07-2022;DNDI;1
22-07-2022;MADP;2
22-07-2022;MFIA;1
22-07-2022;MNPP;1
23-07-2022;MDDE;1
24-07-2022;DEON;1
25-07-2022;DCAA;2
25-07-2022;DDUC;2
25-07-2022;DEXC;1
25-07-2022;DMSI;1
25-07-2022;DNDI;1
25-07-2022;DORE;1
25-07-2022;DPSM;1
25-07-2022;MADP;1
25-07-2022;MFIA;1
25-07-2022;POPF;1
26-07-2022;CGIE;2
26-07-2022;CRMM;1
26-07-2022;CRTP;1
26-07-2022;DDOR;1
26-07-2022;DDUC;1
26-07-2022;DEMA;1
26-07-2022;DMSI;1
26-07-2022;MAFM;1
26-07-2022;MFIA;4
27-07-2022;CGPR;1
27-07-2022;DASP;1
27-07-2022;DCTA;1
27-07-2022;DDPC;1
27-07-2022;DDUC;1
27-07-2022;DEON;1
27-07-2022;DGCE;2
27-07-2022;DGLO;2
27-07-2022;DPRO;1
27-07-2022;EMCV;1
27-07-2022;EPAC;1
27-07-2022;MADP;2
27-07-2022;RCME;1
28-07-2022;CGIE;1
28-07-2022;DGCE;1
28-07-2022;DIRN;1
28-07-2022;DMFD;6
28-07-2022;DMSI;1
28-07-2022;DPRO;1
28-07-2022;MADP;2
28-07-2022;MEMG;1
28-07-2022;MFIA;1
28-07-2022;PMFA;1
28-07-2022;RCME;1
29-07-2022;CGIE;1
29-07-2022;DFUA;1
29-07-2022;DGCE;1
29-07-2022;MADP;1
29-07-2022;MAFM;1
29-07-2022;MFIA;1
29-07-2022;PMFA;1
30-07-2022;CRMM;1
01-08-2022;CGIE;1
01-08-2022;CINS;1
01-08-2022;DCAA;1
01-08-2022;DDPC;1
01-08-2022;DEMA;1
01-08-2022;DGCE;1
01-08-2022;DGRC;1
01-08-2022;DMSI;1
01-08-2022;ECNE;1
01-08-2022;MAFM;1
01-08-2022;POPF;2
02-08-2022;CGIE;5
02-08-2022;CRLR;1
02-08-2022;DCGE;1
02-08-2022;DDIE;1
02-08-2022;DDPC;1
02-08-2022;DEON;1
02-08-2022;DEXS;1
02-08-2022;DGLO;1
02-08-2022;DMFD;1
02-08-2022;MADP;1
02-08-2022;MFIA;2
02-08-2022;MHGP;1
02-08-2022;PMFA;2
03-08-2022;CRLH;1
03-08-2022;CRLR;1
03-08-2022;DCEC;1
03-08-2022;DDPC;1
03-08-2022;DEXS;1
03-08-2022;DFUA;1
03-08-2022;DGCE;1
03-08-2022;DPSM;1
03-08-2022;EMOT;1
03-08-2022;MADP;1
03-08-2022;MFIA;2
03-08-2022;PMFA;1
04-08-2022;CRLH;1
04-08-2022;CRLR;1
04-08-2022;CRMM;1
04-08-2022;DCAA;1
04-08-2022;DCLM;1
04-08-2022;DDPC;2
04-08-2022;DDUC;2
04-08-2022;DEON;1
04-08-2022;DETD;1
04-08-2022;DFUA;1
04-08-2022;DGCE;1
04-08-2022;DPSM;1
04-08-2022;MADP;1
04-08-2022;PEON;1
04-08-2022;POPF;1
05-08-2022;CGIE;2
05-08-2022;DCEC;1
05-08-2022;DDUC;3
05-08-2022;DEMA;1
05-08-2022;DEXS;1
05-08-2022;DGCE;1
05-08-2022;DPIM;1
05-08-2022;MADP;1
06-08-2022;DDUC;1
06-08-2022;MFIA;1
07-08-2022;DDPC;1
07-08-2022;MADP;1
08-08-2022;CGIE;2
08-08-2022;CLEE;50
08-08-2022;CRLH;1
08-08-2022;CRLR;2
08-08-2022;DCAL;1
08-08-2022;DCEC;1
08-08-2022;DDPC;1
08-08-2022;DGCE;1
09-08-2022;CGIE;1
09-08-2022;DCEC;1
09-08-2022;DDUC;1
09-08-2022;DEXS;1
09-08-2022;MADP;2
09-08-2022;MEPI;1
10-08-2022;CIEE;1
10-08-2022;CRLH;1
10-08-2022;CRLR;2
10-08-2022;CRMM;1
10-08-2022;DDUC;1
10-08-2022;DGLO;1
10-08-2022;MADP;2
10-08-2022;POPF;1
11-08-2022;CGIE;2
11-08-2022;CIEE;1
11-08-2022;CRMM;1
11-08-2022;DCLM;1
11-08-2022;DDPC;1
11-08-2022;DEMA;1
11-08-2022;DGCE;1
11-08-2022;DGRC;1
11-08-2022;DLGC;1
11-08-2022;MADP;2
11-08-2022;MSCF;1
11-08-2022;PMFA;1
12-08-2022;CIAE;1
12-08-2022;CRMM;1
12-08-2022;DCEC;1
12-08-2022;DDPC;1
12-08-2022;DDUC;1
12-08-2022;DGCE;1
12-08-2022;DGRC;1
12-08-2022;MADP;1
14-08-2022;DEON;1
16-08-2022;CRLH;2
16-08-2022;CRMM;1
16-08-2022;CRTP;1
